Team	Num Shots Against	EFG	Situational EFG (qSQ)	EFG+ (qSI)	Shots Against per 100 Possessions	Video Link
MIN	6943	52.36209131499352	51.18592813152655	1.1761631834669635	87.59777946000504	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2216%22%5D%7D>Watch</a>
HOU	6943	51.71395650295261	52.50282575737122	-0.7888692544186064	86.0240366745137	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2210%22%5D%7D>Watch</a>
DAL	6938	50.49726145863361	50.59885046461579	-0.10158900598217899	88.05686000761519	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%226%22%5D%7D>Watch</a>
IND	6938	49.070337272989335	49.85918737308649	-0.7888501000971565	86.4225211758844	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2211%22%5D%7D>Watch</a>
LAC	6912	48.27835648148148	50.16678300401762	-1.8884265225361323	86.85599396833375	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2212%22%5D%7D>Watch</a>
POR	6902	50.45638945233266	49.18546317411192	1.2709262782207336	86.91600554086388	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2222%22%5D%7D>Watch</a>
MIA	6894	48.57847403539309	49.36743428929817	-0.7889602539050746	89.09278883432411	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2214%22%5D%7D>Watch</a>
DET	6885	50.51561365286855	49.1671950562486	1.3484185966199516	87.46189024390245	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%228%22%5D%7D>Watch</a>
DEN	6874	51.75298225196392	50.40050968384174	1.3524725681221814	86.7819719732357	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%227%22%5D%7D>Watch</a>
NOP	6863	52.30948564767594	50.323002422576195	1.9864832250997517	85.5309072781655	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%223%22%5D%7D>Watch</a>
BOS	6863	48.965466996940116	49.32613375684867	-0.3606667599085545	85.42444610405775	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%222%22%5D%7D>Watch</a>
WAS	6840	51.62280701754386	49.4689307114556	2.15387630608826	84.47573175250092	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2227%22%5D%7D>Watch</a>
PHX	6834	52.421714954638574	50.87448545472095	1.5472294999176266	84.44334610156926	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2221%22%5D%7D>Watch</a>
MIL	6776	51.37249114521842	51.7566048303856	-0.38411368516718014	86.73835125448028	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2215%22%5D%7D>Watch</a>
ORL	6749	51.46688398281227	50.57123496869475	0.895649014117518	85.78873776534893	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2219%22%5D%7D>Watch</a>
CLE	6706	49.63465553235908	49.998741158311816	-0.36408562595273297	87.0230988839865	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%225%22%5D%7D>Watch</a>
SAS	6697	47.73032701209497	49.213957170929746	-1.4836301588347767	86.78242840482052	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2224%22%5D%7D>Watch</a>
TOR	6624	50	50.10467029512493	-0.10467029512493235	87.88642696032905	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2228%22%5D%7D>Watch</a>
UTA	6527	49.63229661406466	49.736744147318326	-0.10444753325366972	86.30173211688484	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2226%22%5D%7D>Watch</a>
MEM	6444	51.8389199255121	50.7019713206044	1.136948604907704	83.5906083798158	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2229%22%5D%7D>Watch</a>
