Team	Num Shots	EFG	Situational EFG (qSQ)	EFG+ (qSI)	Shots per 100 Possessions	Video Link
HOU	1400	50.75	52.95371145546632	-2.2037114554663173	81.44269924374636	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22true%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2210%22%5D%7D>Watch</a>
GSW	1733	52.221581073283325	52.210776262074106	0.010804811209215595	87.17303822937626	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22true%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%229%22%5D%7D>Watch</a>
ATL	1369	48.39298758217677	51.99020099329425	-3.5972134111174836	90.42272126816381	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22true%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%221%22%5D%7D>Watch</a>
DAL	460	49.34782608695652	50.93538742244869	-1.5875613354921687	89.84375	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22true%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%226%22%5D%7D>Watch</a>
LAC	1183	51.52155536770921	50.38599320038775	1.135562167321459	84.92462311557789	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22true%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2212%22%5D%7D>Watch</a>
BOS	330	45.45454545454545	50.34026180137938	-4.88571634683392	89.1891891891892	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22true%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%222%22%5D%7D>Watch</a>
WAS	843	49.70344009489917	50.23979478560153	-0.5363546907023643	87.8125	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22true%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2227%22%5D%7D>Watch</a>
SAS	589	51.188455008488965	49.83625079294682	1.3522042155421445	88.04185351270553	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22true%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2224%22%5D%7D>Watch</a>
CHI	997	47.7432296890672	49.41182064422603	-1.6685909551588312	90.47186932849365	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22true%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%224%22%5D%7D>Watch</a>
POR	417	45.32374100719424	49.37344439407534	-4.049703386881098	90.65217391304347	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22true%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2222%22%5D%7D>Watch</a>
