Team	Num Shots Against	EFG	Situational EFG (qSQ)	EFG+ (qSI)	Shots Against per 100 Possessions	Video Link
NOP	6781	49.6386963574694	50.388992224603676	-0.7502958671342776	89.68390424547017	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%223%22%5D%7D>Watch</a>
TOR	6780	50.61946902654867	50.26490247506443	0.3545665514842397	88.10916179337231	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2228%22%5D%7D>Watch</a>
ATL	6776	49.26948051948052	49.58651810457822	-0.31703758509770025	87.47740769429383	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%221%22%5D%7D>Watch</a>
IND	6750	47.94814814814815	48.45847657647685	-0.5103284283287013	87.60545100584037	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2211%22%5D%7D>Watch</a>
CLE	6733	50.34160106935987	50.08150115811622	0.260099911243654	89.30892691338373	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%225%22%5D%7D>Watch</a>
LAC	6706	49.5228153892037	50.09726479354063	-0.5744494043369325	85.8972716792622	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2212%22%5D%7D>Watch</a>
ORL	6693	51.40445241296877	50.178862036013975	1.2255903769547964	86.40588690937257	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2219%22%5D%7D>Watch</a>
PHI	6662	49.7373161212849	50.59189474786538	-0.8545786265804791	85.33367490713462	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2220%22%5D%7D>Watch</a>
MEM	6660	49.271771771771775	48.96433196213554	0.3074398096362335	86.87711974954344	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2229%22%5D%7D>Watch</a>
MIL	6584	48.784933171324425	50.079625581154225	-1.2946924098298	85.20771321340753	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2215%22%5D%7D>Watch</a>
UTA	6564	49.29159049360146	49.31466062106531	-0.023070127463847838	88.55909336211549	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2226%22%5D%7D>Watch</a>
NYK	6499	51.37713494383751	50.09049376934614	1.2866411744913742	86.90826424177588	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2218%22%5D%7D>Watch</a>
MIA	6426	50.61469032057267	50.11470123986048	0.49998908071219683	86.9553450608931	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222014%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22defTeam%22%3A%5B%2214%22%5D%7D>Watch</a>
