Team	Num Shots	EFG	Situational EFG (qSQ)	EFG+ (qSI)	Shots per 100 Possessions	Video Link
BOS	7213	48.814640232912794	51.06908997203467	-2.254449739121869	89.72509018534643	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%222%22%5D%7D>Watch</a>
GSW	7141	56.35765298977734	52.23390575742431	4.123747232353034	86.56806885683113	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%229%22%5D%7D>Watch</a>
CHI	7134	48.920661620409305	48.71679791816916	0.20386370224014133	89.57810145655449	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%224%22%5D%7D>Watch</a>
OKC	7061	52.56337629230987	51.04384230028455	1.5195339920253208	88.11930612754274	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2225%22%5D%7D>Watch</a>
DET	7045	49.41092973740241	49.940477304884084	-0.5295475674816672	89.08700050581689	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%228%22%5D%7D>Watch</a>
NOP	7021	49.90742059535679	50.317026318074625	-0.40960572271783674	87.68577494692144	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%223%22%5D%7D>Watch</a>
WAS	7017	51.10446059569617	50.94657852821781	0.15788206747835154	86.52281134401973	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2227%22%5D%7D>Watch</a>
POR	7015	51.21168923734854	50.011972602352195	1.1997166349963468	88.06176249058498	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2222%22%5D%7D>Watch</a>
ORL	6999	50.12144592084584	50.07649759895683	0.044948321889005716	88.92135687968492	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2219%22%5D%7D>Watch</a>
PHX	6994	48.87046039462396	50.52010787308541	-1.649647478461441	86.43104300543747	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2221%22%5D%7D>Watch</a>
DEN	6988	48.84087006296508	51.14508097599636	-2.3042109130312762	88.18778394750126	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%227%22%5D%7D>Watch</a>
SAC	6987	51.28095033633892	52.04379588058598	-0.762845544247064	85.66699362432566	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2223%22%5D%7D>Watch</a>
IND	6961	49.820428099411004	49.24588030344832	0.5745477959626852	86.63347853142501	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2211%22%5D%7D>Watch</a>
LAL	6917	46.11825936099465	47.92815090906379	-1.8098915480691404	87.89072426937739	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2213%22%5D%7D>Watch</a>
CHA	6908	50.014475969889986	50.05624627649928	-0.0417703066092944	87.21121070571898	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%225312%22%5D%7D>Watch</a>
ATL	6902	51.789336424224864	53.01907726448042	-1.2297408402555627	86.0813170366675	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%221%22%5D%7D>Watch</a>
BKN	6890	49.18722786647315	48.94687029703628	0.2403575694368759	87.83783783783784	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2217%22%5D%7D>Watch</a>
PHI	6868	48.7478159580664	50.72128914978906	-1.9734731917226644	85.14753285395487	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2220%22%5D%7D>Watch</a>
DAL	6864	50.33508158508158	51.194689734729	-0.8596081496474153	87.12871287128714	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%226%22%5D%7D>Watch</a>
NYK	6864	48.36829836829837	47.760234627786275	0.6080637405120924	89.085009733939	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2218%22%5D%7D>Watch</a>
CLE	6860	52.521865889212826	51.22824405445827	1.2936218347545523	88.99844317592111	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%225%22%5D%7D>Watch</a>
MEM	6827	47.96396660319321	49.414202204214625	-1.45023560102142	88.34109730848861	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2229%22%5D%7D>Watch</a>
HOU	6821	51.70063040609881	52.762935764356975	-1.0623053582581625	84.33481701285855	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2210%22%5D%7D>Watch</a>
SAS	6770	52.813884785819795	49.393126232032486	3.4207585537873046	87.85362055541137	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2224%22%5D%7D>Watch</a>
LAC	6738	52.448797862867316	50.25282346136502	2.195974401502298	84.75471698113208	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2212%22%5D%7D>Watch</a>
MIL	6710	50	49.400480024947605	0.5995199750523945	85.88250351977473	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2215%22%5D%7D>Watch</a>
MIA	6672	50.944244604316545	50.07440160088226	0.8698430034342866	86.39129871811471	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2214%22%5D%7D>Watch</a>
MIN	6646	49.92476677700873	48.52325472964813	1.4015120473605935	84.04147698533131	<a href=/video/shots?res=high&filters=%7B%22seasons%22%3A%5B%222015%22%5D%2C%22isPlayoffGame%22%3A%22false%22%2C%22shootingFouls%22%3A%5B%22fga-nf%22%2C%22fgm-f%22%5D%2C%22offTeam%22%3A%5B%2216%22%5D%7D>Watch</a>
